ID,O_Q63,O_Q80,O_Q91,O_Q92
6036,Maybe Help Social Security.,"Saddened but not surprised. Would like to see tax returns of all elected officials, Senate and house of representatives.",,
6043,I cannot think of one. I have seen what a democrat governor has done to Michigan.,I am thinking that he likely had a tax accountant do his taxes and that tax accountant likely followed the allowable rules/regulations.,,I am a school administrator.
6044,he is honest,"not surprised, a crock",,
6045,none,the info is not true. He paid more than that.,,
6052,None,We all try to pay as little as possible.  Good for him.,,
6062,He says anything to get a vote,He pays plenty of other taxes,,
6063,There is no reason,It has no impact on how he performs as POTUS,,
6065,He is going to take the economy seriously and not make a mockery outta his position,Corrupt and pathetic,,
6066,There is no reason to support Joe Biden. The man's mental and physical health is on a very fast downward spiral,"He Did nothing Illegal. If he had paid more taxes than he was required, that would make him an idiot. So good for him.",,
6067,He's not a sociopath like Donald Trump,I'm not surprised. The tax codes were written by wealthy people for the benefit of wealthy people,Disabled and unable to work,
6072,Best person for the job,It's wrong,,
6076,Get the health crisis under control,Disgusted,,
6091,Has political experience,Well what did he earn vs what claimed,Disabled,
6093,"There is no reason to support Biden for President , He is far too old and not mentally Stable. Electing Biden will Cause a Civil War in the United states , I can't vote for a Civil War",Just shows that when Obama and Biden was in Charge the Rich didn't Pay taxes,,
6097,He supports protecting social security,Disappointed,,
6103,Empathetic,"It?s ridiculous, I?ve paid more into the IRS than this guy and I earn $26,000 a year, give me a break",,
6104,There is no best reason,I have no reaction because I do not know what to believe anymore,,
6106,"The best reason is Biden's experience. He has been in government, the senate in particular,for decades. I did not always agree with his votes, but he has grown and changed his opinions on many things. He is a reasonable politician who will pick a great team to help him lead the country.","I was disgusted but not surprised. Trump is a thug, a bully, a cheat and a liar. He is also very psychologically unwell.",,
6110,Biden and the Democrats have not provided a single good reason to vote for Biden.  Sorry.,"So what?  Who cares.  We all know Trump cheats on his taxes, as do many Democrats and Republicans richer than Trump.  I'll gladly let him keep his ill-gotten extra millions in unpaid taxes, if he'll help shut off illegal immigration, tackle the corruption of Washington, DC., lobbyists and corporations that make such cheating largely legal.  Chase the big money of the antitrust practices of Facebook, Google, and the problems with biased media.  In the end they do a lot more damage to our nation.",,
6117,None hes crazy,None of my business,,
6122,He is more experience in politics and will be honest and fair dealing with others,Not surprising considering he has lawyers and accountants who can find all the loopholes that rich people have access to,,
6123,Because he will do a better job than trump,Reall rediculous,,
6124,THERE IS NO REASON HE IS JUST NOT CAPABLE,FAKE NEWS PUE AND SIMPLE,,
6129,He?s not Trump,"Not surprised, but completely disgusted. Tax loopholes need to be closed and taxes on corporations and the wealthy need to be increased, bc it?s despicable that people like him can pay no/almost no taxes but get constant bailouts, access to all the public services the rest of us pay for, the ability to increase their wealth exponentially at the expense of the rest of us, and continue to use abuse us and the system for their own gain. It?s truly disgusting, and it has made me and many other young people despise unfettered capitalism or capitalism in general. Donald Trump pays almost nothing and yet gets access to the best healthcare in the country, while everyone else is losing their jobs, health insurance, and lives.",,
6131,More in touch with blue collar workers,not surprised at all,,
6134,I believe he is a more compassionate man than donlad trump. the job of presidency doesn't necessarily need a lot of compassion though!,I say good for him for knowing the tax code. why is it necessary to know what the president pays in taxes anyways?,,Dental care professional
6143,to beat Donald Trump,I think it is an outrage and just reinforces my opinion of him being a cheat and a liar.,,
6146,There is absolutely NO reason to support Joe Biden.  He has dementia and is too old and weak.  Before this happened he spent 47u years as a career politician and has nothing to show for it.  The Democrats inserted Kamala Harris as a  VP candidate and as president she will destroy America as we know it.  The definition of stupid is to do the same thing over again and expect a different result.  Joe Biden has done nothing in 47 years and surely won't start now in his age and mental decline.,He used tax breaks that were in place just as Pelosi's husband did.,,
6148,That he will continue social security,This is horrible he makes millions of dollars and pays less taxes than me I am struggling to survive. He should help out and pay his fair share of taxes.,,
6153,Donald Trump and his family are a threat and needs to be removed from the world,I wouldn't expect anything less from the corrupt president and his family,,
6159,He's an honest man who can unite the country.,"He took advantage of the loopholes in the current tax code, but I still think it's ridiculous.",,
